"V1","V2","V3","V4","V5","V6"
"HA","C3","SQ","HQ","CQ",6
"S8","SQ","HQ","DQ","CQ",2
"D5","S6","S7","H8","C9",5
"S2","S4","H4","C4","D6",6
"SA","HA","CA","H6","C7",6
"S4","D4","C4","S5","HJ",6
"C6","DJ","SK","DK","CK",6
"S3","D3","C3","D6","D8",6
"SA","C2","D3","D4","D5",5
"S2","S6","H6","D6","H8",6
"S2","S7","SQ","DQ","CQ",6
"CA","D2","S5","H5","C5",6
"D2","S6","H6","C6","S9",6
"SA","S5","H5","D5","H7",6
"H5","D6","C7","D8","S9",5
"S2","S5","D5","C5","S10",6
"S2","H2","C2","S3","S8",6
"D2","S6","H6","C6","SK",6
"S6","DJ","SQ","HQ","CQ",6
"S5","H5","D5","H9","CK",6
"HA","DA","CA","C5","HJ",6
"CA","D10","DJ","SQ","CK",5
"C2","S3","H3","C3","DK",6
"C5","C9","HQ","DQ","CQ",6
"H2","H3","H7","HQ","HK",4
"H3","C4","S6","D6","C6",6
"S4","D4","C4","H10","SQ",6
"S5","H5","D5","S9","SJ",6
"S2","H2","C2","S3","H3",3
"HA","DA","CA","H2","CJ",6
"S4","CJ","SK","DK","CK",6
"HA","DA","CA","C10","SQ",6
"S2","H2","C2","S7","C10",6
"D5","S8","H8","D8","C8",2
"HA","S2","H2","C2","HJ",6
"S7","S8","H9","C10","CJ",5
"S5","H7","D7","C7","DK",6
"D6","S7","HQ","DQ","CQ",6
"H4","H5","D5","C5","DK",6
"H3","D3","C3","S6","H10",6
"D2","S7","S9","H9","C9",6
"C2","C5","C6","CQ","CK",4
"HA","S2","H2","D2","S4",6
"C8","D9","C10","DJ","HQ",5
"CA","S6","H6","D6","CQ",6
"C2","C4","C5","C9","CK",4
"S3","D3","C3","C7","D10",6
"S4","H4","C4","H7","H10",6
"S3","H3","C3","C4","H8",6
"HA","S4","H4","C4","C7",6
"S7","CJ","SK","DK","CK",6
"C2","H6","D6","C6","S7",6
"H2","D2","C2","S3","CJ",6
"S5","H5","D5","D6","C9",6
"S5","H5","C5","S6","D10",6
"D4","S6","D6","C6","S9",6
"DA","D4","H10","D10","C10",6
"SA","DA","CA","CQ","DK",6
"C6","S7","C8","H9","H10",5
"S4","C5","D6","S7","S8",5
"D3","C4","S8","H8","D8",6
"S4","H6","H8","D8","C8",6
"S7","S9","H9","C9","CK",6
"H7","D7","C7","DJ","HK",6
"D5","SQ","HQ","CQ","DK",6
"S6","H7","D7","C7","HJ",6
"S4","D4","C4","C6","H8",6
"D2","H7","SQ","HQ","CQ",6
"D7","H8","D9","H10","SJ",5
"S2","H2","D2","C6","S8",6
"D2","H3","SQ","HQ","DQ",6
"H3","H4","D4","C4","SJ",6
"C5","S7","SJ","DJ","CJ",6
"SA","S8","D8","C8","HQ",6
"C2","H3","D4","S5","S6",5
"DA","D6","D7","D10","DQ",4
"C4","S6","H6","C6","CQ",6
"D5","C6","H7","S8","H9",5
"S2","D2","C2","H9","C10",6
"S4","H5","C6","C7","S8",5
"D6","C7","S10","H10","C10",6
"SA","HA","DA","S5","D8",6
"SA","HA","CA","S4","C10",6
"H2","C3","D4","S5","S6",5
"DA","CA","H7","D7","C7",3
"H3","H7","S9","D9","C9",6
"S4","S5","SJ","SQ","SK",4
"S5","H5","C5","H7","S8",6
"DA","C6","S8","H8","C8",6
"H9","C10","SJ","SQ","CK",5
"DA","H4","S8","H8","D8",6
"D3","S6","H6","D6","SJ",6
"H4","S7","H7","D7","HQ",6
"S2","S4","H4","C4","HJ",6
"C2","S3","H3","C3","C9",6
"H2","S3","S8","D8","C8",6
"D6","S8","H8","D8","C9",6
"HA","H2","H4","H6","HQ",4
"H3","H6","S7","H7","D7",6
"S4","S9","D9","C9","SK",6
"C6","D7","HK","DK","CK",6
"SJ","HJ","CJ","DQ","CQ",3
"HA","DA","CA","S2","C5",6
"D2","C5","SQ","HQ","CQ",6
"S2","H2","D2","H7","HQ",6
"CA","D10","DJ","SQ","SK",5
"HA","S10","HJ","CQ","DK",5
"D6","D7","H8","S9","D10",5
"S2","H5","D5","C5","H8",6
"S3","H3","D3","S5","S6",6
"S3","H3","D3","S6","S7",6
"H7","S9","H9","D9","C9",2
"H2","D2","C2","SJ","HJ",3
"H6","C6","SJ","HJ","CJ",3
"C4","H5","D6","D7","H8",5
"S5","C5","SJ","DJ","CJ",3
"C6","C8","C9","C10","CQ",4
"C4","D6","SK","DK","CK",6
"C4","S9","H9","C9","SJ",6
"S8","D8","C8","S9","C9",3
"SA","S3","H3","D3","H9",6
"S4","C8","SJ","DJ","CJ",6
"C5","SJ","HJ","DJ","CK",6
"C3","S5","H6","D6","C6",6
"S5","D5","C5","SQ","CK",6
"H2","S6","H6","C6","C8",6
"C3","S5","H5","C5","HJ",6
"HA","DA","CA","C8","HQ",6
"SA","S2","S5","S9","SJ",4
"H5","S6","S9","H9","D9",6
"S3","H3","C3","S4","C10",6
"S7","C8","D9","S10","HJ",5
"S3","H3","D3","D6","S8",6
"HA","H8","H10","D10","C10",6
"C4","C5","SQ","HQ","DQ",6
"D4","H5","HK","DK","CK",6
"S4","C4","S9","H9","C9",3
"S4","H4","C4","H5","SQ",6
"S10","H10","D10","SK","HK",3
"S4","D4","C4","D6","H8",6
"C2","S6","SJ","HJ","CJ",6
"D3","SQ","HQ","CQ","DK",6
"D5","C8","S9","H9","D9",6
"C3","S5","D5","C5","H6",6
"DA","D2","S6","H6","D6",6
"H5","H6","H7","D8","S9",5
"CA","D10","DJ","CQ","DK",5
"S2","D3","H4","H5","C6",5
"CA","C2","S9","H9","D9",6
"HA","H2","H4","H10","HQ",4
"D6","H9","D9","C9","H10",6
"S2","D2","C2","C7","DK",6
"CA","D7","SJ","HJ","CJ",6
"C3","H9","SQ","HQ","DQ",6
"S2","H2","D2","H7","HJ",6
"H3","S6","H6","C6","DQ",6
"C4","H9","D9","C9","DQ",6
"S6","H6","D6","C9","HQ",6
"H3","D3","C3","C10","DQ",6
"S2","H4","D4","C4","D5",6
"S7","D7","C7","H9","C10",6
"H2","S5","H5","C5","C6",6
"S7","H8","C9","C10","DJ",5
"H5","S6","H7","S8","D9",5
"DA","C5","S9","D9","C9",6
"DA","S7","H7","D7","S8",6
"H2","D2","C2","C3","C8",6
"S9","H10","HJ","DQ","CK",5
"C3","H4","D5","H6","D7",5
"S2","H2","D2","C5","H7",6
"D5","S6","S7","C8","D9",5
"S5","D5","C5","H9","SJ",6
"H4","D4","C4","HJ","HK",6
"S3","C8","SQ","DQ","CQ",6
"C9","H10","HJ","SQ","DK",5
"C2","C5","C8","C9","CJ",4
"S4","D4","C4","D8","DQ",6
"HA","C10","SJ","DJ","CJ",6
"S9","H9","D9","SK","HK",3
"HA","H8","D8","C8","DK",6
"D2","D3","D4","DQ","DK",4
"CA","D10","SJ","DQ","SK",5
"SA","HA","CA","S7","S10",6
"C4","C9","HK","DK","CK",6
"SA","HA","DA","H2","C10",6
"D2","H8","S10","H10","C10",6
"CA","D7","S10","H10","D10",6
"D3","D5","D6","D9","D10",4
"C3","C4","C5","C6","CK",4
"H4","D4","C4","D7","S10",6
"HA","S4","H4","C4","C8",6
"SA","HA","DA","H6","C9",6
"H6","D6","C6","C8","D10",6
"C2","H8","D8","C8","DQ",6
"CA","D8","SK","HK","CK",6
"S2","H5","H8","D8","C8",6
"CA","C4","C6","C8","CQ",4
"S4","H4","C4","H9","C10",6
"S3","S4","C5","S6","S7",5
"H3","D3","C3","D9","H10",6
"H7","S8","D8","C8","CQ",6
"HA","S3","H3","C3","H9",6
"S3","H3","C3","H9","DK",6
"H2","D3","C4","C5","D6",5
"S6","H6","C6","H10","CJ",6
"SA","DA","CA","C8","D10",6
"S5","D10","SJ","HJ","CJ",6
"C2","C3","S7","D7","C7",6
"C4","S8","S9","D9","C9",6
"S7","C9","HJ","DJ","CJ",6
"S7","H7","D7","SQ","DQ",3
"D4","H7","D7","C7","SQ",6
"C6","H7","C8","D9","C10",5
"DA","D3","SJ","HJ","DJ",6
"D6","C7","S10","D10","C10",6
"H5","S6","S7","D7","C7",6
"HA","H5","H7","H9","HQ",4
"D4","D6","D7","D8","DJ",4
"S2","H2","S5","H5","C5",3
"S3","S7","H7","C7","HK",6
"DA","S6","H6","C6","D10",6
"S2","H2","C2","C4","H6",6
"DA","H4","SJ","HJ","DJ",6
"S7","H7","D7","D9","HQ",6
"S2","D6","HQ","DQ","CQ",6
"H2","S6","H6","C6","DQ",6
"C9","S10","HJ","HQ","HK",5
"C2","C3","D4","D5","C6",5
"H5","S6","H7","H8","S9",5
"S7","H7","C7","DJ","SK",6
"S3","H3","C3","C6","D7",6
"S8","D9","D10","CJ","SQ",5
"S2","H2","C2","S8","SK",6
"CA","HQ","SK","HK","DK",6
"S6","H6","C6","H9","D9",3
"S4","S7","S10","H10","D10",6
"D2","S6","D6","C6","HJ",6
"HA","S7","H7","D7","HQ",6
"S6","H6","D6","SJ","SQ",6
"S2","H2","C2","HJ","DJ",3
"D4","H5","D6","H7","D8",5
"SA","S6","S10","H10","C10",6
"S3","S4","D5","H6","H7",5
"S5","DQ","SK","HK","CK",6
"D6","H8","HK","DK","CK",6
"H3","H9","S10","H10","C10",6
"S3","H3","C3","H7","S10",6
"C3","S5","HJ","DJ","CJ",6
"H4","C5","C6","H7","D8",5
"C3","S9","SJ","DJ","CJ",6
"H2","C4","S7","H7","D7",6
"CA","D4","S7","D7","C7",6
"D3","D7","D9","DQ","DK",4
"C2","C5","C7","C9","CK",4
"H7","S8","C9","C10","CJ",5
"SA","HA","CA","H10","DJ",6
"D2","S5","D5","C5","CJ",6
"S6","H6","C6","H8","DQ",6
"D3","H4","S7","H7","D7",6
"S3","S5","S8","S10","SQ",4
"D2","S3","S4","H5","D6",5
"H6","D6","C6","H9","SJ",6
"S7","D7","C7","S9","H9",3
"SA","DA","CA","C3","D6",6
"C5","DQ","SK","HK","DK",6
"C2","C4","C8","CJ","CQ",4
"CA","S4","H4","D4","SK",6
"H5","S6","H6","D6","H8",6
"H4","C8","SQ","DQ","CQ",6
"S3","H3","D3","S5","C8",6
"S6","H6","C6","DQ","CQ",3
"CA","C10","DJ","SQ","SK",5
"S5","H5","C5","C8","S10",6
"H6","C7","C8","D9","D10",5
"S6","S9","H9","D9","D10",6
"CA","S8","HK","DK","CK",6
"SA","HA","CA","C3","SJ",6
"SA","HA","DA","D5","C5",3
"C2","S3","H3","C3","S10",6
"S2","S9","H9","D9","D10",6
"D7","D8","DJ","DQ","DK",4
"HA","H5","H7","H8","H9",4
"S7","S8","H8","D8","SJ",6
"S8","C9","H10","DJ","DQ",5
"H2","S3","H3","D3","C3",2
"HA","S10","HJ","DQ","DK",5
"S2","S6","H6","C6","H9",6
"D4","H9","HJ","DJ","CJ",6
"S4","H4","C4","H7","D8",6
"HA","H2","D3","S4","S5",5
"H3","D3","C3","D7","H10",6
"DA","D7","D9","DJ","DK",4
"S8","D8","C8","HQ","DQ",3
"D6","C7","C8","H9","D10",5
"D2","D9","DJ","DQ","DK",4
"H3","D3","C3","H5","S7",6
"C3","C8","S10","D10","C10",6
"S6","C7","S8","S9","H10",5
"H6","C7","S8","S9","S10",5
"SA","HA","DA","HQ","DQ",3
"S4","S8","D8","C8","C10",6
"HA","C8","S10","D10","C10",6
"D2","S6","D6","C6","C7",6
"S4","S10","H10","C10","SQ",6
"S4","H4","S9","H9","C9",3
"H5","D5","C5","D6","S10",6
"H2","C3","S4","H4","D4",6
"S2","S3","S4","H4","D4",6
"S5","D9","S10","H10","C10",6
"S4","H4","C4","S8","HJ",6
"S6","S7","H8","C9","D10",5
"HA","H2","H6","H8","HJ",4
"S3","H6","SQ","DQ","CQ",6
"HA","DA","CA","D5","D7",6
"S3","D3","C3","H9","DK",6
"D5","S7","H7","C7","CK",6
"S3","H3","C3","H8","CQ",6
"SA","HA","CA","C9","C10",6
"H5","S6","H6","C6","HQ",6
"CA","C2","S10","H10","C10",6
"H8","S9","C10","HJ","CQ",5
"CA","S4","H4","C4","S9",6
"S3","H3","C3","C10","SJ",6
"HA","S5","SQ","HQ","DQ",6
"HA","H7","S9","D9","C9",6
"H5","C8","SK","HK","CK",6
"C6","H7","S9","D9","C9",6
"SA","S9","H9","D9","SQ",6
"SA","S4","H4","D4","D5",6
"C8","S9","S10","DJ","SQ",5
"HA","CQ","HK","DK","CK",6
"H6","S10","SQ","DQ","CQ",6
"H4","H5","H10","HQ","HK",4
"SA","DA","CA","S9","CJ",6
"H3","S6","D6","C6","CK",6
"DA","CA","S7","D7","C7",3
"H2","C3","D4","D5","S6",5
"HA","S9","D9","C9","CK",6
"S7","H7","SJ","DJ","CJ",3
"C4","C5","SJ","HJ","DJ",6
"H2","S5","H5","D5","D8",6
"D6","S10","SQ","HQ","CQ",6
"CA","C2","C3","C8","CQ",4
"S3","H3","C3","C7","DK",6
"H2","S4","H4","D4","DJ",6
"SA","HA","CA","C2","CK",6
"H2","D2","C2","D7","C10",6
"SA","HA","CA","C8","CJ",6
"CA","S2","C3","H4","H5",5
"HA","S4","D4","C4","S10",6
"D3","H5","SJ","DJ","CJ",6
"S4","S5","D5","C5","D6",6
"D2","S5","H9","D9","C9",6
"C5","D6","S10","H10","D10",6
"H2","H10","D10","C10","SQ",6
"C6","S8","D8","C8","S10",6
"S3","S5","S7","S8","S10",4
"S5","H5","D5","H6","C6",3
"SA","HQ","DQ","CQ","SK",6
"DA","D4","D6","D9","DJ",4
"S3","D4","S6","H6","C6",6
"H5","D5","C5","S6","H6",3
"S6","D6","C6","H8","C9",6
"H6","DQ","SK","DK","CK",6
"HA","S3","D3","C3","HQ",6
"S7","H7","C7","HJ","CQ",6
"S5","S8","H8","C8","D9",6
"SA","S8","H8","D8","C8",2
"H7","H8","HJ","HQ","HK",4
"S4","S8","H8","C8","CQ",6
"H2","D2","C2","S7","H9",6
"S5","H5","C5","H7","S9",6
"D3","S8","H8","C8","H9",6
"DA","S2","SK","HK","CK",6
"H3","D3","C3","C7","HQ",6
"S2","H4","D4","C4","C6",6
"SA","S3","H3","D3","C6",6
"C3","C5","S7","H7","C7",6
"S2","H2","D2","S5","DQ",6
"HA","S2","D3","H4","C5",5
"S2","H3","S4","C5","S6",5
"D6","S8","H8","C8","C10",6
"H5","D5","C5","D9","CK",6
"C6","S7","D8","C9","H10",5
"S4","H4","D4","C7","CJ",6
"S5","D5","C5","S10","SQ",6
"H7","SQ","DQ","CQ","SK",6
"C4","S5","H5","D5","HK",6
"D2","S9","S10","H10","C10",6
"CA","S4","H4","C4","CJ",6
"CA","S8","H8","C8","SQ",6
"C2","C7","SQ","DQ","CQ",6
"H5","H6","H7","C8","S9",5
"CA","S2","D2","C2","HK",6
"H2","H5","H8","D8","C8",6
"SQ","CQ","SK","HK","DK",3
"D5","H6","SQ","HQ","CQ",6
"S2","H2","D2","S10","HJ",6
"S2","SJ","SQ","HQ","CQ",6
"HA","H2","H3","H5","H8",4
"S2","H2","C2","D10","SJ",6
"D4","S7","H7","C7","SJ",6
"D4","C6","SJ","HJ","DJ",6
"S5","H5","D5","C5","S6",2
"S2","S3","S5","H5","D5",6
"S2","H2","D2","C2","S10",2
"S3","D3","C3","D5","CJ",6
"C2","D3","S4","H5","S6",5
"HA","DA","CA","C4","S7",6
"C4","D5","C6","D7","S8",5
"SA","H10","SK","HK","DK",6
"SA","HA","CA","S3","D5",6
"S3","S9","H9","C9","SJ",6
"DA","D10","SJ","SQ","HK",5
"S7","D8","S9","D9","C9",6
"D3","C6","SQ","HQ","CQ",6
"H9","H10","CJ","DQ","SK",5
"S3","H3","C3","H6","DK",6
"D3","S10","H10","C10","DJ",6
"C5","H6","C7","H8","D9",5
"SA","HA","DA","D3","D5",6
"H3","S5","D5","C5","D7",6
"SA","HA","DA","S10","SQ",6
"H5","CJ","SK","HK","CK",6
"H3","S5","D5","C5","HJ",6
"HA","DA","CA","H2","S10",6
"H4","D4","C4","C6","H9",6
"H6","H8","S10","H10","D10",6
"H3","S7","H7","D7","D9",6
"D2","D4","D6","D8","DJ",4
"SA","C8","SK","HK","DK",6
"D4","S5","H6","H7","C8",5
"DA","D2","D7","D10","DQ",4
"SA","DA","CA","D7","HK",6
"S2","H2","D2","S10","H10",3
"S6","H6","D6","C8","C9",6
"CA","H2","D3","C4","S5",5
"D3","S4","H4","C4","C7",6
"D4","D8","SQ","HQ","DQ",6
"SA","H6","D6","C6","SJ",6
"S4","H4","C4","D10","DQ",6
"S4","H6","D6","C6","CK",6
"S5","D5","C5","C6","DK",6
"H3","H5","SK","HK","DK",6
"S5","D5","C5","H10","HJ",6
"CA","H2","D2","C2","CK",6
"HA","H5","D5","C5","C8",6
"H7","D7","C7","D9","S10",6
"SA","DA","CA","C3","SJ",6
"D5","H7","HK","DK","CK",6
"H4","D4","C4","H5","HK",6
"S2","C3","S4","D5","S6",5
"S6","H6","D6","S9","SJ",6
"H2","C3","C4","H5","H6",5
"DA","C6","HQ","DQ","CQ",6
"DA","D7","HJ","DJ","CJ",6
"S2","S5","H5","D5","S8",6
"H8","D9","D10","HJ","HQ",5
"S7","S8","S9","SJ","SK",4
"DA","S7","H7","C7","CJ",6
"S2","H2","C2","C8","C9",6
"D2","S6","H6","D6","CK",6
"HA","S5","D5","C5","C6",6
"D2","D4","D5","D9","D10",4
"S3","H3","D3","SK","HK",3
"H5","C6","C7","S8","S9",5
"SA","HA","DA","D6","D10",6
"H7","S8","H8","C8","DJ",6
"HA","S5","H5","D5","HQ",6
"S9","C10","HJ","CQ","HK",5
"H2","S5","H5","D5","DJ",6
"CA","S10","H10","C10","DJ",6
"S3","S4","H4","C4","HJ",6
"C3","S4","S8","H8","C8",6
"H2","S7","H7","D7","DQ",6
"H2","S5","SJ","HJ","CJ",6
"S2","S4","D4","C4","HJ",6
"S4","H4","D4","D7","D9",6
"SA","S9","D9","C9","D10",6
"H2","S4","D4","C4","H6",6
"S2","D2","C2","D8","HJ",6
"H5","D7","SK","DK","CK",6
"CA","S4","H4","C4","H6",6
"H2","D2","C2","D6","S10",6
"C2","H3","S4","D5","D6",5
"D5","C6","C7","H8","S9",5
"H3","C6","S10","H10","C10",6
"S4","C6","HK","DK","CK",6
"S2","H2","C2","SJ","CQ",6
"H6","S7","H7","D7","C7",2
"S2","D2","C2","D3","S6",6
"S7","H7","C7","S9","CK",6
"H5","S8","H10","D10","C10",6
"DA","C2","S3","D4","S5",5
"S3","H3","D3","S4","D9",6
"S9","D9","C9","S10","C10",3
"H2","S9","SJ","HJ","DJ",6
"S4","D8","SJ","DJ","CJ",6
"H3","D3","C3","C8","D10",6
"S4","H4","C4","H6","SK",6
"H2","S7","H7","D7","CK",6
"C7","D8","H9","H10","CJ",5
"HA","S6","H6","C6","H9",6
"D9","H10","CJ","CQ","HK",5
"SA","HA","CA","C2","S6",6
"HA","S5","H5","C5","DK",6
"C3","H10","D10","C10","DK",6
"S7","H7","D7","C8","DK",6
"HA","C6","HQ","DQ","CQ",6
"D9","S10","CJ","DQ","CK",5
"D2","S3","H3","D3","S8",6
"D3","S4","H4","D4","HK",6
"SA","HA","DA","S8","C8",3
"S5","S8","H8","C8","CJ",6
"S2","D2","C2","H10","CK",6
"D6","H7","H8","D9","S10",5
"D6","D8","D10","DJ","DK",4
"CA","C3","C7","C8","CK",4
"C2","H4","D4","C4","S5",6
"H6","D7","C8","D9","S10",5
"D5","C6","S7","H8","S9",5
"HA","C10","HJ","CQ","HK",5
"C2","S3","H5","D5","C5",6
"H3","D3","C3","S4","D10",6
"S4","C8","S10","H10","D10",6
"D5","H6","C7","S8","H9",5
"SA","HA","DA","C2","CJ",6
"S3","H4","HQ","DQ","CQ",6
"H3","D3","C3","H8","DQ",6
"CA","H5","D5","C5","D10",6
"SA","H10","HJ","HQ","DK",5
"H4","H8","D8","C8","HQ",6
"C2","S5","H5","C5","H6",6
"D3","S4","H4","D4","H10",6
"S7","H7","D7","S10","HQ",6
"S3","H3","C3","H5","S8",6
"S3","C5","H7","D7","C7",6
"SA","S7","H7","D7","D8",6
"CA","C2","S3","H3","C3",6
"H3","S7","H7","C7","HJ",6
"SA","DA","CA","C3","CJ",6
"C2","SJ","DJ","CJ","DK",6
"D4","S6","H6","D6","S9",6
"HA","S2","H2","C2","SQ",6
"H2","H4","D4","C4","D8",6
"C3","D4","C5","S6","C7",5
"C2","S8","H8","D8","C9",6
"H3","H5","SK","DK","CK",6
"H7","D7","C7","D9","HQ",6
"S7","H8","S9","D10","CJ",5
"C2","H5","D5","C5","DJ",6
"S9","H10","DJ","CQ","SK",5
"S4","HJ","DJ","CJ","SK",6
"C6","H10","D10","C10","SK",6
"C4","S9","H9","D9","C9",2
"SA","HA","S9","H9","D9",3
"SA","DA","CA","C2","S4",6
"D7","C8","S9","H10","HJ",5
"C6","S9","D9","C9","DQ",6
"D8","S9","C10","SJ","CQ",5
"S3","S4","S6","S7","SQ",4
"D3","H4","H5","C6","S7",5
"SA","H9","SQ","HQ","DQ",6
"S7","H7","D7","S10","SJ",6
"S2","D2","C2","H6","HQ",6
"HA","DA","CA","H7","CQ",6
"S4","H4","D4","C4","CJ",2
"SA","S2","D3","H4","S5",5
"S5","H5","D5","CQ","SK",6
"S4","D4","S7","D7","C7",3
"D3","H5","D5","C5","D8",6
"SA","HA","DA","S6","D8",6
"H3","D3","C3","S4","S6",6
"C4","H8","D8","C8","CQ",6
"C5","SQ","HQ","DQ","SK",6
"SA","HA","CA","C6","D8",6
"H7","C8","S9","D9","C9",6
"C3","S4","H4","C4","DK",6
"DA","D2","D4","D7","DQ",4
"H2","S3","S4","S5","C6",5
"S5","H8","SK","HK","DK",6
"D4","D7","SQ","DQ","CQ",6
"D5","S6","H6","D6","SK",6
"C2","H7","D7","C7","SK",6
"H4","SQ","HQ","DQ","DK",6
"S3","H3","D3","D7","C7",3
"H4","D5","C6","C7","C8",5
"S5","D6","S7","H8","C9",5
"SA","HA","DA","H6","SK",6
"C2","S6","D6","C6","SJ",6
"D2","S6","H6","C6","HQ",6
"D4","H8","D8","C8","HJ",6
"CA","D2","S4","H4","D4",6
"D7","S8","D8","C8","HQ",6
"H3","H5","H7","HQ","HK",4
"C2","S3","D3","C3","HQ",6
"SA","DA","CA","S5","DK",6
"C2","S7","S10","D10","C10",6
"D2","D3","D4","D5","DK",4
"C4","D10","SQ","DQ","CQ",6
"S2","D2","C2","H6","DK",6
"H2","S3","H4","S5","D6",5
"H5","H6","H7","S8","C9",5
"H2","C6","H8","D8","C8",6
"HA","DA","CA","D3","CQ",6
"S6","S10","H10","C10","DK",6
"D5","S10","H10","D10","C10",2
"D6","S7","C8","D9","S10",5
"HA","H2","H7","H8","HK",4
"D5","S9","D9","C9","DQ",6
"HA","C5","SK","HK","DK",6
"CA","CJ","SQ","DQ","CQ",6
"H5","S10","H10","C10","CJ",6
"H2","S3","H3","D3","S6",6
"SA","DA","CA","D3","S8",6
"H5","D5","C5","H7","CQ",6
"HA","S5","H5","C5","C9",6
"S5","HQ","DQ","CQ","CK",6
"S2","H2","D2","S10","DQ",6
"SA","HA","CA","C4","C8",6
"S6","H6","D6","SJ","DJ",3
"D5","S6","C7","H8","H9",5
"DA","S7","D7","C7","S8",6
"H5","D5","S7","D7","C7",3
"D4","S9","D9","C9","HJ",6
"SA","HA","DA","C6","H9",6
"HA","D6","S9","D9","C9",6
"H3","H4","D4","C4","D6",6
"D2","D3","S4","D5","H6",5
"H7","D7","C7","C8","CK",6
"C3","S7","H7","C7","H10",6
"D3","C4","S5","S6","D7",5
"S2","S5","H5","C5","CK",6
"S2","S5","D5","C5","C7",6
"D3","D9","HJ","DJ","CJ",6
"HA","DA","CA","D5","C10",6
"S5","S9","H9","C9","CK",6
"DA","D2","D7","D8","D9",4
"H6","C6","S9","D9","C9",3
"S7","H7","C7","H8","DQ",6
"H4","D4","C4","C5","SK",6
"S3","C4","D5","H6","C7",5
"C4","S7","D7","C7","SK",6
"S2","S4","H4","D4","D9",6
"S3","H4","S5","H5","D5",6
"H2","H5","D5","C5","S6",6
"H5","D5","C5","S10","SJ",6
"CA","S8","H8","D8","HK",6
"C4","S6","S8","H8","D8",6
"D6","H8","D8","C8","DJ",6
"CA","S6","H7","D7","C7",6
"SA","C5","SJ","HJ","DJ",6
"SA","HA","CA","C8","C9",6
"D4","C4","S8","H8","D8",3
"H3","D3","C3","C7","SQ",6
"S5","H6","C7","S8","D9",5
"DA","S8","H8","D8","C10",6
"SA","S3","H3","D3","S5",6
"D5","H6","D7","D8","C9",5
"D3","H4","SK","HK","CK",6
"C4","S9","D9","C9","HK",6
"D2","H9","D9","C9","C10",6
"HA","DA","CA","S7","DQ",6
"HA","C4","S8","D8","C8",6
"H3","D3","C3","S6","S9",6
"D4","S5","H5","C5","S9",6
"S6","H9","SQ","HQ","CQ",6
"S3","H3","C3","S4","H10",6
"C7","S8","S9","D10","DJ",5
"H2","D2","C2","C5","H10",6
"HA","H6","H10","HQ","HK",4
"D6","S8","H8","D8","DJ",6
"C4","S7","HQ","DQ","CQ",6
"SA","S2","S4","S6","S9",4
"SA","S10","D10","C10","DJ",6
"HA","DA","CA","C5","C10",6
"HA","D10","DJ","SQ","CK",5
"D2","C8","HQ","DQ","CQ",6
"D4","S7","H7","C7","HQ",6
"SA","HA","CA","D8","D10",6
"S2","S7","H7","C7","D9",6
"D4","S9","SK","HK","DK",6
"SA","DA","CA","C6","C9",6
"S4","D4","C4","C10","CK",6
"SA","S7","S8","S9","S10",4
"H3","D3","C3","H4","D6",6
"D2","S5","S6","H6","D6",6
"S5","S7","H7","C7","C8",6
"HA","DA","CA","S2","D6",6
"D9","C9","SQ","HQ","CQ",3
"S2","D2","C2","H4","H10",6
"S2","H7","SQ","HQ","DQ",6
"C3","S7","H7","C7","CK",6
"CA","S7","H7","C7","HK",6
"D9","H10","HJ","DQ","CK",5
"H2","D2","C2","S6","C6",3
"D3","H5","S8","D8","C8",6
"S4","D4","C4","CJ","CK",6
"S2","D2","C2","S5","HJ",6
"SA","S3","S4","S9","SK",4
"S3","H3","D3","S5","S8",6
"D4","C9","HK","DK","CK",6
"CA","S9","H9","D9","SQ",6
"D3","S4","D4","C4","H6",6
"CA","H8","HK","DK","CK",6
"H5","D5","C5","D9","CQ",6
"H7","S8","S9","H10","SJ",5
"H3","H4","H6","H8","HK",4
"C3","C5","C7","C9","CJ",4
"C9","H10","HJ","DQ","HK",5
"C3","S7","S8","H8","D8",6
"S2","D2","C2","C10","HJ",6
"H2","D2","C2","S5","H9",6
"SA","H4","H8","D8","C8",6
"S5","H5","C5","SK","CK",3
"H6","D6","C6","S8","S9",6
"H7","HJ","HK","DK","CK",6
"HA","H5","D5","C5","C10",6
"S2","H5","HK","DK","CK",6
"S2","H9","D9","C9","DQ",6
"DA","C2","S3","H3","D3",6
"H6","D6","C6","C7","H9",6
"H3","D3","C3","H4","H8",6
"CA","S2","H2","D2","H4",6
"DA","D3","D4","D5","D6",4
"C3","C7","H9","D9","C9",6
"S6","D6","C6","H10","DQ",6
"SA","HA","DA","C2","C3",6
"S4","H4","C4","S8","D10",6
"H4","H5","C6","S7","D8",5
"S3","H3","C3","H7","CQ",6
"D2","S3","D3","C3","S9",6
"H4","H6","H8","H10","HJ",4
"H5","D7","S10","D10","C10",6
"HA","D8","H9","D9","C9",6
"DA","S7","H7","C7","C8",6
"H2","H3","H5","H7","HQ",4
"C3","D6","S7","D7","C7",6
"H4","D4","C4","D6","D7",6
"S5","S8","H8","D8","C8",2
"DA","SQ","HQ","CQ","CK",6
"H3","HJ","DJ","CJ","DQ",6
"CA","D3","SJ","DJ","CJ",6
"S6","H9","D9","C9","D10",6
"S5","H5","D5","D8","SK",6
"C3","H4","C5","S6","D7",5
"S3","H3","D3","H4","D6",6
"D5","S6","D7","C8","H9",5
"H2","H7","D7","C7","HK",6
